[2025-04-23 21:53:19] Node 109: [BOOT] Node 109 initialized.
[2025-04-23 21:53:19] Node 109: [SEND] To topic `cluster-broadcast`: {'type': 'hello', 'id': 109}
[2025-04-23 21:53:47] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 105}
[2025-04-23 21:53:47] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:53:47] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 100}
[2025-04-23 21:53:47] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 101}
[2025-04-23 21:53:48] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 102}
[2025-04-23 21:53:48] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 103}
[2025-04-23 21:53:48] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 104}
[2025-04-23 21:53:48] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 105}
[2025-04-23 21:53:48] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:53:48] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:53:48] Node 109: New node : 100
[2025-04-23 21:53:48] Node 109: New node added: {100}
[2025-04-23 21:53:48] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:53:48] Node 109: New node : 101
[2025-04-23 21:53:49] Node 109: New node added: {100, 101}
[2025-04-23 21:53:49] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:53:49] Node 109: New node : 102
[2025-04-23 21:53:49] Node 109: New node added: {100, 101, 102}
[2025-04-23 21:53:49] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:53:49] Node 109: New node : 103
[2025-04-23 21:53:49] Node 109: New node added: {100, 101, 102, 103}
[2025-04-23 21:53:49] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:53:50] Node 109: New node : 104
[2025-04-23 21:53:50] Node 109: New node added: {100, 101, 102, 103, 104}
[2025-04-23 21:53:50] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 100}
[2025-04-23 21:53:50] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:53:50] Node 109: New node : 105
[2025-04-23 21:53:50] Node 109: New node added: {100, 101, 102, 103, 104, 105}
[2025-04-23 21:53:50] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 101}
[2025-04-23 21:53:50] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-23 21:53:51] Node 109: New node : 106
[2025-04-23 21:53:51] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 102}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 103}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 104}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 105}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:53:51] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:53:52] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:53:52] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:53:52] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:53:52] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:53:52] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:53:52] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:53:52] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:53:52] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:53:52] Node 109: New node : 100
[2025-04-23 21:53:52] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:53] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:53:53] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:53:53] Node 109: New node : 101
[2025-04-23 21:53:53] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:53] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:53:53] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:53:53] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:53:53] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:53:53] Node 109: New node : 102
[2025-04-23 21:53:54] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:54] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:53:54] Node 109: New node : 103
[2025-04-23 21:53:54] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:54] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:53:54] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:53:54] Node 109: New node : 104
[2025-04-23 21:53:54] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:54] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:53:54] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:53:54] Node 109: New node : 105
[2025-04-23 21:53:54] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-23 21:53:55] Node 109: New node : 106
[2025-04-23 21:53:55] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:53:55] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:53:56] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:53:57] Node 109: New node : 100
[2025-04-23 21:53:57] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:57] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:53:57] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:53:57] Node 109: New node : 101
[2025-04-23 21:53:57] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:57] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:53:57] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:53:58] Node 109: New node : 102
[2025-04-23 21:53:58] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:58] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:53:58] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:53:58] Node 109: New node : 103
[2025-04-23 21:53:58] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:58] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:53:58] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:53:58] Node 109: New node : 104
[2025-04-23 21:53:58] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:58] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:53:58] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:53:59] Node 109: New node : 105
[2025-04-23 21:53:59] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:59] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:53:59] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-23 21:53:59] Node 109: New node : 106
[2025-04-23 21:53:59] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:53:59] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:53:59] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:53:59] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:53:59] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:53:59] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:00] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:00] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:00] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:00] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:54:00] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:54:00] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:54:00] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:00] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:01] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:01] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:01] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:54:02] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:54:02] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:54:02] Node 109: New node : 100
[2025-04-23 21:54:02] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:02] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:54:02] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:54:03] Node 109: New node : 101
[2025-04-23 21:54:03] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:03] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:03] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:54:03] Node 109: New node : 102
[2025-04-23 21:54:03] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:03] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:03] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:54:03] Node 109: New node : 103
[2025-04-23 21:54:03] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:03] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:04] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:54:04] Node 109: New node : 104
[2025-04-23 21:54:04] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:04] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:04] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:54:04] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:54:04] Node 109: New node : 105
[2025-04-23 21:54:04] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:04] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:54:04] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-23 21:54:04] Node 109: New node : 106
[2025-04-23 21:54:04] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:05] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:54:05] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:05] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:05] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:05] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:05] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:54:05] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:54:05] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 101}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:06] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:54:06] Node 109: New node : 100
[2025-04-23 21:54:06] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:07] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:07] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:54:07] Node 109: New node : 101
[2025-04-23 21:54:07] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:07] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:07] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:54:07] Node 109: New node : 102
[2025-04-23 21:54:07] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:07] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:07] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:54:07] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:54:08] Node 109: New node : 103
[2025-04-23 21:54:08] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:08] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:54:08] Node 109: New node : 104
[2025-04-23 21:54:08] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:08] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:54:08] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:54:08] Node 109: New node : 105
[2025-04-23 21:54:08] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:09] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:09] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-23 21:54:09] Node 109: New node : 106
[2025-04-23 21:54:09] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:09] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:09] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:09] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:09] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 100}
[2025-04-23 21:54:09] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 102}
[2025-04-23 21:54:10] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
